method,emotion,precision,recall,f1,support,seed
dummy_majority,admiration,0.0,0.0,0.0,1026,42
dummy_majority,amusement,0.0,0.0,0.0,541,42
dummy_majority,anger,0.0,0.0,0.0,437,42
dummy_majority,annoyance,0.0,0.0,0.0,670,42
dummy_majority,approval,0.0,0.0,0.0,999,42
dummy_majority,caring,0.0,0.0,0.0,306,42
dummy_majority,confusion,0.0,0.0,0.0,416,42
dummy_majority,curiosity,0.0,0.0,0.0,552,42
dummy_majority,desire,0.0,0.0,0.0,184,42
dummy_majority,disappointment,0.0,0.0,0.0,414,42
dummy_majority,disapproval,0.0,0.0,0.0,632,42
dummy_majority,disgust,0.0,0.0,0.0,291,42
dummy_majority,embarrassment,0.0,0.0,0.0,123,42
dummy_majority,excitement,0.0,0.0,0.0,310,42
dummy_majority,fear,0.0,0.0,0.0,177,42
dummy_majority,gratitude,0.0,0.0,0.0,671,42
dummy_majority,grief,0.0,0.0,0.0,40,42
dummy_majority,joy,0.0,0.0,0.0,461,42
dummy_majority,love,0.0,0.0,0.0,479,42
dummy_majority,nervousness,0.0,0.0,0.0,105,42
dummy_majority,optimism,0.0,0.0,0.0,454,42
dummy_majority,pride,0.0,0.0,0.0,76,42
dummy_majority,realization,0.0,0.0,0.0,462,42
dummy_majority,relief,0.0,0.0,0.0,77,42
dummy_majority,remorse,0.0,0.0,0.0,131,42
dummy_majority,sadness,0.0,0.0,0.0,386,42
dummy_majority,surprise,0.0,0.0,0.0,333,42
dummy_majority,neutral,0.0,0.0,0.0,2116,42
lexicon,love,0.6152416356877324,0.6910229645093946,0.6509341199606686,479,42
lexicon,gratitude,0.8607954545454546,0.45156482861400893,0.592375366568915,671,42
lexicon,amusement,0.559322033898305,0.5489833641404805,0.5541044776119403,541,42
lexicon,remorse,0.4504950495049505,0.6946564885496184,0.5465465465465466,131,42
lexicon,joy,0.4656084656084656,0.38177874186550975,0.4195470798569726,461,42
lexicon,neutral,0.26336805555555554,0.7169187145557656,0.38522092432706956,2116,42
lexicon,sadness,0.5174129353233831,0.2694300518134715,0.3543441226575809,386,42
lexicon,surprise,0.44886363636363635,0.23723723723723725,0.3104125736738703,333,42
lexicon,fear,0.5522388059701493,0.20903954802259886,0.30327868852459017,177,42
lexicon,disgust,0.5048543689320388,0.17869415807560138,0.2639593908629442,291,42
lexicon,pride,0.3111111111111111,0.18421052631578946,0.23140495867768596,76,42
lexicon,nervousness,0.35294117647058826,0.17142857142857143,0.23076923076923078,105,42
lexicon,desire,0.12846347607052896,0.5543478260869565,0.2085889570552147,184,42
lexicon,approval,0.27167630057803466,0.14114114114114115,0.1857707509881423,999,42
lexicon,excitement,0.2765957446808511,0.12580645161290321,0.1729490022172949,310,42
lexicon,confusion,0.2177121771217712,0.14182692307692307,0.1717612809315866,416,42
lexicon,curiosity,0.2626728110599078,0.10326086956521739,0.1482444733420026,552,42
lexicon,optimism,0.2,0.09691629955947137,0.13056379821958458,454,42
lexicon,anger,0.13227513227513227,0.11441647597254005,0.12269938650306748,437,42
lexicon,embarrassment,0.36,0.07317073170731707,0.12162162162162163,123,42
lexicon,disapproval,0.18506493506493507,0.09018987341772151,0.12127659574468085,632,42
lexicon,caring,0.10071942446043165,0.13725490196078433,0.11618257261410789,306,42
lexicon,grief,0.11538461538461539,0.075,0.09090909090909091,40,42
lexicon,disappointment,0.3953488372093023,0.04106280193236715,0.07439824945295405,414,42
lexicon,realization,0.3333333333333333,0.030303030303030304,0.05555555555555555,462,42
lexicon,relief,0.057971014492753624,0.05194805194805195,0.0547945205479452,77,42
lexicon,admiration,0.41304347826086957,0.018518518518518517,0.03544776119402985,1026,42
lexicon,annoyance,0.38461538461538464,0.007462686567164179,0.014641288433382138,670,42
roberta_class_balanced_focal,gratitude,0.8896434634974533,0.7809239940387481,0.8317460317460318,671,42
roberta_class_balanced_focal,love,0.655367231638418,0.7265135699373695,0.689108910891089,479,42
roberta_class_balanced_focal,amusement,0.6023916292974589,0.744916820702403,0.6661157024793388,541,42
roberta_class_balanced_focal,admiration,0.6522210184182016,0.5867446393762183,0.6177526936890713,1026,42
roberta_class_balanced_focal,fear,0.4827586206896552,0.632768361581921,0.5476772616136919,177,42
roberta_class_balanced_focal,remorse,0.43457943925233644,0.7099236641221374,0.5391304347826087,131,42
roberta_class_balanced_focal,grief,0.7083333333333334,0.425,0.53125,40,42
roberta_class_balanced_focal,curiosity,0.4028985507246377,0.7554347826086957,0.5255198487712666,552,42
roberta_class_balanced_focal,surprise,0.4805194805194805,0.5555555555555556,0.5153203342618384,333,42
roberta_class_balanced_focal,sadness,0.5024752475247525,0.5259067357512953,0.5139240506329114,386,42
roberta_class_balanced_focal,neutral,0.37554904831625185,0.7273156899810964,0.4953331187640811,2116,42
roberta_class_balanced_focal,desire,0.4853801169590643,0.45108695652173914,0.4676056338028169,184,42
roberta_class_balanced_focal,joy,0.38108882521489973,0.5770065075921909,0.45901639344262296,461,42
roberta_class_balanced_focal,anger,0.4186991869918699,0.47139588100686497,0.4434876210979548,437,42
roberta_class_balanced_focal,caring,0.3818615751789976,0.5228758169934641,0.4413793103448276,306,42
roberta_class_balanced_focal,optimism,0.46949602122015915,0.3898678414096916,0.4259927797833935,454,42
roberta_class_balanced_focal,confusion,0.31683168316831684,0.6153846153846154,0.41830065359477125,416,42
roberta_class_balanced_focal,pride,0.5581395348837209,0.3157894736842105,0.40336134453781514,76,42
roberta_class_balanced_focal,disapproval,0.36563307493540054,0.4477848101265823,0.40256045519203415,632,42
roberta_class_balanced_focal,disgust,0.4268292682926829,0.36082474226804123,0.39106145251396646,291,42
roberta_class_balanced_focal,excitement,0.3171355498721228,0.4,0.3537803138373752,310,42
roberta_class_balanced_focal,relief,0.3125,0.38961038961038963,0.3468208092485549,77,42
roberta_class_balanced_focal,annoyance,0.23540372670807452,0.5656716417910448,0.33245614035087717,670,42
roberta_class_balanced_focal,approval,0.30672645739910315,0.34234234234234234,0.32355723746452225,999,42
roberta_class_balanced_focal,embarrassment,0.2524752475247525,0.4146341463414634,0.31384615384615383,123,42
roberta_class_balanced_focal,disappointment,0.26865671641791045,0.30434782608695654,0.2853907134767837,414,42
roberta_class_balanced_focal,nervousness,0.37037037037037035,0.19047619047619047,0.25157232704402516,105,42
roberta_class_balanced_focal,realization,0.17848970251716248,0.33766233766233766,0.23353293413173654,462,42
roberta_weighted_focal,gratitude,0.8631239935587761,0.7988077496274217,0.8297213622291022,671,42
roberta_weighted_focal,love,0.586924219910847,0.824634655532359,0.6857638888888888,479,42
roberta_weighted_focal,amusement,0.5850066934404283,0.8077634011090573,0.6785714285714286,541,42
roberta_weighted_focal,admiration,0.5822676896845694,0.665692007797271,0.6211914506593906,1026,42
roberta_weighted_focal,fear,0.5297029702970297,0.6045197740112994,0.5646437994722955,177,42
roberta_weighted_focal,curiosity,0.4430379746835443,0.6340579710144928,0.5216095380029806,552,42
roberta_weighted_focal,neutral,0.4056737588652482,0.6758034026465028,0.5070023045559298,2116,42
roberta_weighted_focal,sadness,0.45213849287169044,0.5751295336787565,0.5062713797035348,386,42
roberta_weighted_focal,surprise,0.429769392033543,0.6156156156156156,0.5061728395061729,333,42
roberta_weighted_focal,remorse,0.3730769230769231,0.7404580152671756,0.4961636828644501,131,42
roberta_weighted_focal,joy,0.4683794466403162,0.5140997830802603,0.4901758014477766,461,42
roberta_weighted_focal,anger,0.42124542124542125,0.5263157894736842,0.46795523906408953,437,42
roberta_weighted_focal,optimism,0.43015521064301554,0.42731277533039647,0.4287292817679558,454,42
roberta_weighted_focal,confusion,0.41411764705882353,0.4230769230769231,0.41854934601664684,416,42
roberta_weighted_focal,caring,0.35362997658079626,0.4934640522875817,0.4120054570259209,306,42
roberta_weighted_focal,disapproval,0.3110561056105611,0.5965189873417721,0.4088937093275488,632,42
roberta_weighted_focal,desire,0.2935323383084577,0.6413043478260869,0.40273037542662116,184,42
roberta_weighted_focal,disgust,0.42063492063492064,0.3642611683848797,0.39042357274401474,291,42
roberta_weighted_focal,approval,0.3357271095152603,0.3743743743743744,0.3539990534784666,999,42
roberta_weighted_focal,annoyance,0.25778421433743665,0.5313432835820896,0.34714773281326183,670,42
roberta_weighted_focal,excitement,0.40865384615384615,0.27419354838709675,0.3281853281853282,310,42
roberta_weighted_focal,embarrassment,0.3333333333333333,0.2926829268292683,0.3116883116883117,123,42
roberta_weighted_focal,grief,0.35714285714285715,0.25,0.29411764705882354,40,42
roberta_weighted_focal,nervousness,0.28846153846153844,0.2857142857142857,0.28708133971291866,105,42
roberta_weighted_focal,pride,0.20382165605095542,0.42105263157894735,0.27467811158798283,76,42
roberta_weighted_focal,disappointment,0.28350515463917525,0.26570048309178745,0.2743142144638404,414,42
roberta_weighted_focal,realization,0.24224806201550386,0.27056277056277056,0.2556237218813906,462,42
roberta_weighted_focal,relief,0.21739130434782608,0.19480519480519481,0.2054794520547945,77,42
tfidf_logreg,gratitude,0.7264021887824897,0.7913561847988078,0.7574893009985735,671,42
tfidf_logreg,love,0.5461200585651538,0.778705636743215,0.6419965576592083,479,42
tfidf_logreg,amusement,0.5333333333333333,0.7097966728280961,0.6090404440919904,541,42
tfidf_logreg,admiration,0.4721030042918455,0.6432748538011696,0.5445544554455446,1026,42
tfidf_logreg,remorse,0.4405940594059406,0.6793893129770993,0.5345345345345346,131,42
tfidf_logreg,fear,0.3952380952380952,0.4689265536723164,0.4289405684754522,177,42
tfidf_logreg,sadness,0.36398467432950193,0.49222797927461137,0.4185022026431718,386,42
tfidf_logreg,neutral,0.3462314939434724,0.4862948960302457,0.4044811320754717,2116,42
tfidf_logreg,joy,0.3048780487804878,0.4880694143167028,0.37531276063386154,461,42
tfidf_logreg,curiosity,0.2846153846153846,0.4692028985507246,0.3543091655266758,552,42
tfidf_logreg,surprise,0.3129411764705882,0.3993993993993994,0.35092348284960423,333,42
tfidf_logreg,anger,0.2865853658536585,0.4302059496567506,0.34400731930466605,437,42
tfidf_logreg,optimism,0.2723735408560311,0.46255506607929514,0.34285714285714286,454,42
tfidf_logreg,disgust,0.27680798004987534,0.38144329896907214,0.3208092485549133,291,42
tfidf_logreg,desire,0.24085365853658536,0.42934782608695654,0.30859375,184,42
tfidf_logreg,disapproval,0.22418136020151133,0.4224683544303797,0.29292375205704885,632,42
tfidf_logreg,caring,0.2071651090342679,0.434640522875817,0.2805907172995781,306,42
tfidf_logreg,confusion,0.2139917695473251,0.375,0.2724890829694323,416,42
tfidf_logreg,approval,0.21935483870967742,0.34034034034034033,0.266771282856022,999,42
tfidf_logreg,pride,0.2535211267605634,0.23684210526315788,0.24489795918367346,76,42
tfidf_logreg,excitement,0.1705685618729097,0.32903225806451614,0.22466960352422907,310,42
tfidf_logreg,annoyance,0.17697594501718214,0.3074626865671642,0.22464558342420937,670,42
tfidf_logreg,embarrassment,0.2076923076923077,0.21951219512195122,0.2134387351778656,123,42
tfidf_logreg,grief,0.21621621621621623,0.2,0.2077922077922078,40,42
tfidf_logreg,realization,0.1413673232908459,0.26406926406926406,0.18415094339622642,462,42
tfidf_logreg,nervousness,0.19148936170212766,0.17142857142857143,0.18090452261306533,105,42
tfidf_logreg,disappointment,0.13648293963254593,0.25120772946859904,0.17687074829931973,414,42
tfidf_logreg,relief,0.09183673469387756,0.11688311688311688,0.10285714285714286,77,42
tfidf_nb,gratitude,0.7661691542288557,0.45901639344262296,0.5740913327120224,671,42
tfidf_nb,admiration,0.5504322766570605,0.1861598440545809,0.27822286962855064,1026,42
tfidf_nb,love,0.5328947368421053,0.16910229645093947,0.25673534072900156,479,42
tfidf_nb,anger,0.411214953271028,0.10068649885583524,0.16176470588235295,437,42
tfidf_nb,amusement,0.43478260869565216,0.09242144177449169,0.1524390243902439,541,42
tfidf_nb,neutral,0.45321637426900585,0.07325141776937619,0.12611879576891782,2116,42
tfidf_nb,joy,0.2441860465116279,0.0455531453362256,0.07678244972577697,461,42
tfidf_nb,fear,0.2,0.04519774011299435,0.07373271889400922,177,42
tfidf_nb,sadness,0.24615384615384617,0.04145077720207254,0.07095343680709534,386,42
tfidf_nb,optimism,0.21951219512195122,0.039647577092511016,0.06716417910447761,454,42
tfidf_nb,caring,0.1875,0.0392156862745098,0.06486486486486487,306,42
tfidf_nb,excitement,0.14285714285714285,0.02903225806451613,0.04825737265415549,310,42
tfidf_nb,disapproval,0.18518518518518517,0.023734177215189875,0.04207573632538569,632,42
tfidf_nb,curiosity,0.18309859154929578,0.02355072463768116,0.04173354735152488,552,42
tfidf_nb,surprise,0.1568627450980392,0.024024024024024024,0.041666666666666664,333,42
tfidf_nb,approval,0.19444444444444445,0.021021021021021023,0.037940379403794036,999,42
tfidf_nb,disgust,0.1276595744680851,0.020618556701030927,0.03550295857988166,291,42
tfidf_nb,remorse,0.07692307692307693,0.022900763358778626,0.03529411764705882,131,42
tfidf_nb,annoyance,0.12903225806451613,0.01791044776119403,0.03145478374836173,670,42
tfidf_nb,nervousness,0.06060606060606061,0.01904761904761905,0.028985507246376812,105,42
tfidf_nb,desire,0.08108108108108109,0.016304347826086956,0.027149321266968326,184,42
tfidf_nb,disappointment,0.0847457627118644,0.012077294685990338,0.021141649048625793,414,42
tfidf_nb,pride,0.03333333333333333,0.013157894736842105,0.018867924528301886,76,42
tfidf_nb,confusion,0.07547169811320754,0.009615384615384616,0.017057569296375266,416,42
tfidf_nb,realization,0.038461538461538464,0.004329004329004329,0.007782101167315175,462,42
tfidf_nb,embarrassment,0.0,0.0,0.0,123,42
tfidf_nb,grief,0.0,0.0,0.0,40,42
tfidf_nb,relief,0.0,0.0,0.0,77,42
tfidf_svm,gratitude,0.7654867256637168,0.7734724292101341,0.7694588584136397,671,42
tfidf_svm,love,0.5706618962432916,0.6659707724425887,0.6146435452793835,479,42
tfidf_svm,amusement,0.541871921182266,0.609981515711645,0.5739130434782609,541,42
tfidf_svm,admiration,0.484608619173263,0.5370370370370371,0.5094775774387424,1026,42
tfidf_svm,fear,0.4883720930232558,0.3559322033898305,0.4117647058823529,177,42
tfidf_svm,remorse,0.40336134453781514,0.366412213740458,0.384,131,42
tfidf_svm,sadness,0.39444444444444443,0.36787564766839376,0.3806970509383378,386,42
tfidf_svm,joy,0.35119047619047616,0.3839479392624729,0.36683937823834195,461,42
tfidf_svm,neutral,0.3347350714886459,0.3761814744801512,0.35425011125945705,2116,42
tfidf_svm,optimism,0.31669865642994244,0.3634361233480176,0.3384615384615385,454,42
tfidf_svm,anger,0.3225806451612903,0.32036613272311215,0.3214695752009185,437,42
tfidf_svm,curiosity,0.2967409948542024,0.3134057971014493,0.3048458149779736,552,42
tfidf_svm,surprise,0.3283582089552239,0.26426426426426425,0.2928452579034942,333,42
tfidf_svm,desire,0.3492063492063492,0.2391304347826087,0.2838709677419355,184,42
tfidf_svm,disgust,0.31277533039647576,0.24398625429553264,0.27413127413127414,291,42
tfidf_svm,caring,0.22969187675070027,0.2679738562091503,0.2473604826546003,306,42
tfidf_svm,disapproval,0.2272069464544139,0.24841772151898733,0.23733938019652306,632,42
tfidf_svm,confusion,0.23786407766990292,0.23557692307692307,0.23671497584541062,416,42
tfidf_svm,approval,0.21940163191296463,0.24224224224224225,0.2302568981921979,999,42
tfidf_svm,annoyance,0.18059299191374664,0.2,0.18980169971671387,670,42
tfidf_svm,excitement,0.16243654822335024,0.2064516129032258,0.18181818181818182,310,42
tfidf_svm,embarrassment,0.24074074074074073,0.10569105691056911,0.14689265536723164,123,42
tfidf_svm,pride,0.23529411764705882,0.10526315789473684,0.14545454545454545,76,42
tfidf_svm,disappointment,0.14018691588785046,0.14492753623188406,0.14251781472684086,414,42
tfidf_svm,realization,0.13777777777777778,0.1341991341991342,0.13596491228070176,462,42
tfidf_svm,nervousness,0.23529411764705882,0.0761904761904762,0.11510791366906475,105,42
tfidf_svm,grief,0.15789473684210525,0.075,0.1016949152542373,40,42
tfidf_svm,relief,0.1111111111111111,0.05194805194805195,0.07079646017699115,77,42
trained_distilbert,gratitude,0.8779264214046822,0.7824143070044709,0.8274231678486997,671,42
trained_distilbert,love,0.6394316163410302,0.7515657620041754,0.690978886756238,479,42
trained_distilbert,amusement,0.5764546684709067,0.7874306839186691,0.665625,541,42
trained_distilbert,admiration,0.6241799437675727,0.6491228070175439,0.6364070711896799,1026,42
trained_distilbert,remorse,0.4312796208530806,0.6946564885496184,0.5321637426900585,131,42
trained_distilbert,curiosity,0.43037974683544306,0.677536231884058,0.5263898662913441,552,42
trained_distilbert,neutral,0.471939736346516,0.5921550094517959,0.5252567595891846,2116,42
trained_distilbert,sadness,0.5106951871657754,0.4948186528497409,0.5026315789473684,386,42
trained_distilbert,surprise,0.49843260188087773,0.4774774774774775,0.48773006134969327,333,42
trained_distilbert,fear,0.40229885057471265,0.5932203389830508,0.4794520547945205,177,42
trained_distilbert,joy,0.4696969696969697,0.47071583514099785,0.47020585048754066,461,42
trained_distilbert,anger,0.4042145593869732,0.482837528604119,0.44004171011470283,437,42
trained_distilbert,optimism,0.5028571428571429,0.3876651982378855,0.43781094527363185,454,42
trained_distilbert,confusion,0.3132075471698113,0.5985576923076923,0.4112303881090008,416,42
trained_distilbert,disapproval,0.3508158508158508,0.4762658227848101,0.4040268456375839,632,42
trained_distilbert,desire,0.3295880149812734,0.4782608695652174,0.3902439024390244,184,42
trained_distilbert,caring,0.3123543123543124,0.43790849673202614,0.36462585034013606,306,42
trained_distilbert,approval,0.295369211514393,0.4724724724724725,0.3634963419329996,999,42
trained_distilbert,disgust,0.4512820512820513,0.3024054982817869,0.36213991769547327,291,42
trained_distilbert,annoyance,0.2469050894085282,0.5358208955223881,0.3380414312617702,670,42
trained_distilbert,excitement,0.2706422018348624,0.38064516129032255,0.3163538873994638,310,42
trained_distilbert,disappointment,0.23237179487179488,0.3502415458937198,0.279383429672447,414,42
trained_distilbert,embarrassment,0.28865979381443296,0.22764227642276422,0.2545454545454545,123,42
trained_distilbert,nervousness,0.15789473684210525,0.34285714285714286,0.21621621621621623,105,42
trained_distilbert,realization,0.20638820638820637,0.18181818181818182,0.19332566168009205,462,42
trained_distilbert,pride,0.5714285714285714,0.05263157894736842,0.0963855421686747,76,42
trained_distilbert,relief,0.08888888888888889,0.05194805194805195,0.06557377049180328,77,42
trained_distilbert,grief,0.5,0.025,0.047619047619047616,40,42
trained_roberta,gratitude,0.8282674772036475,0.812220566318927,0.8201655379984951,671,42
trained_roberta,love,0.65,0.7599164926931107,0.7006737247353224,479,42
trained_roberta,amusement,0.6129032258064516,0.7375231053604436,0.6694630872483222,541,42
trained_roberta,admiration,0.6588114754098361,0.6267056530214425,0.6423576423576424,1026,42
trained_roberta,remorse,0.4639175257731959,0.6870229007633588,0.5538461538461539,131,42
trained_roberta,neutral,0.5077868852459017,0.5855387523629489,0.5438981562774363,2116,42
trained_roberta,curiosity,0.4334061135371179,0.7192028985507246,0.5408719346049047,552,42
trained_roberta,fear,0.4801980198019802,0.5480225988700564,0.5118733509234829,177,42
trained_roberta,sadness,0.5548780487804879,0.47150259067357514,0.5098039215686274,386,42
trained_roberta,surprise,0.5245901639344263,0.4804804804804805,0.5015673981191222,333,42
trained_roberta,joy,0.48337028824833705,0.47288503253796094,0.4780701754385965,461,42
trained_roberta,optimism,0.5224719101123596,0.40969162995594716,0.45925925925925926,454,42
trained_roberta,anger,0.4359504132231405,0.482837528604119,0.4581976112920738,437,42
trained_roberta,desire,0.46368715083798884,0.45108695652173914,0.4573002754820937,184,42
trained_roberta,disapproval,0.39470198675496687,0.47151898734177217,0.4297043979812545,632,42
trained_roberta,confusion,0.3195625759416768,0.6322115384615384,0.4245359160613398,416,42
trained_roberta,caring,0.37464788732394366,0.434640522875817,0.40242057488653554,306,42
trained_roberta,disgust,0.36809815950920244,0.41237113402061853,0.3889789303079417,291,42
trained_roberta,approval,0.3515825491873396,0.4114114114114114,0.37915129151291516,999,42
trained_roberta,excitement,0.34513274336283184,0.3774193548387097,0.3605546995377504,310,42
trained_roberta,annoyance,0.32506527415143605,0.3716417910447761,0.3467966573816156,670,42
trained_roberta,pride,0.391304347826087,0.23684210526315788,0.29508196721311475,76,42
trained_roberta,disappointment,0.28193832599118945,0.30917874396135264,0.29493087557603687,414,42
trained_roberta,embarrassment,0.36585365853658536,0.24390243902439024,0.2926829268292683,123,42
trained_roberta,nervousness,0.425,0.1619047619047619,0.23448275862068965,105,42
trained_roberta,realization,0.28524590163934427,0.18831168831168832,0.22685788787483702,462,42
trained_roberta,relief,0.12162162162162163,0.11688311688311688,0.11920529801324503,77,42
trained_roberta,grief,0.125,0.05,0.07142857142857142,40,42
